Student ID,Report Class Code,Item Code,EnteredText
140132,11 Biology,Subject grade 3,B
140132,11 Chemistry,Subject grade,A
140132,11 Chemistry,Subject grade 2,B
140132,11 Chemistry,Subject grade 3,A
140132,11 English,Subject grade,A
140132,11 English,Subject grade 2,NA
140132,11 English,Subject grade 3,A
140132,11 Maths Studies 3,Subject grade,A
140132,11 Maths Studies 3,Subject grade 2,B
140132,11 Maths Studies 3,Subject grade 3,A
140132,11 Maths Studies 4,Subject grade,C+
140132,11 Maths Studies 4,Subject grade 2,C+
140132,11 Maths Studies 4,Subject grade 3,B
140132,11 Physics,Subject grade,A
140132,11 Physics,Subject grade 2,C-
140132,11 Physics,Subject grade 3,A
140133,11 English Studies,Subject grade,B
140133,11 English Studies,Subject grade 2,C+
140133,11 English Studies,Subject grade 3,B
140133,11 History,Subject grade,C
140133,11 History,Subject grade 2,C
140133,11 History,Subject grade 3,B
140133,11 Hospitality,Subject grade,B
140133,11 Hospitality,Subject grade 2,NA
140133,11 Hospitality,Subject grade 3,B
140133,11 Maths General,Subject grade,C+
140133,11 Maths General,Subject grade 2,C
140133,11 Maths General,Subject grade 3,C
140133,11 Physical Education,Subject grade,C
140133,11 Physical Education,Subject grade 2,C+
140133,11 Physical Education,Subject grade 3,C+
140133,11 Research Practices,Subject grade,B
140133,11 Research Practices,Subject grade 2,NA
140133,11 Research Practices,Subject grade 3,B
140134,11 ESL,Subject grade,C
140134,11 ESL,Subject grade 2,A
140134,11 ESL,Subject grade 3,C
140134,11 Hospitality,Subject grade,D
140134,11 Hospitality,Subject grade 2,NA
140134,11 Hospitality,Subject grade 3,D
140134,11 Maths General,Subject grade,C-
140134,11 Maths General,Subject grade 2,UC
140134,11 Maths General,Subject grade 3,C-
140134,11 Metalwork,Subject grade,B
140134,11 Metalwork,Subject grade 2,NA
140134,11 Metalwork,Subject grade 3,B
140134,11 Physical Education,Subject grade,D
140134,11 Physical Education,Subject grade 2,E
140134,11 Physical Education,Subject grade 3,C
140134,11 Research Practices,Subject grade,E
140134,11 Research Practices,Subject grade 2,NA
140134,11 Research Practices,Subject grade 3,E
140135,11 Biology,Subject grade,C-
140135,11 Biology,Subject grade 2,C-
140135,11 Biology,Subject grade 3,C-
140135,11 English,Subject grade,B
140135,11 English,Subject grade 2,NA
140135,11 English,Subject grade 3,B
140135,11 Hospitality,Subject grade,C+
140135,11 Hospitality,Subject grade 2,NA
140135,11 Hospitality,Subject grade 3,C+
140135,11 Maths Essentials,Subject grade,C
140135,11 Maths Essentials,Subject grade 2,C
140135,11 Maths Essentials,Subject grade 3,C
140135,11 Nutrition,Subject grade,C
140135,11 Nutrition,Subject grade 2,NA
140135,11 Nutrition,Subject grade 3,C
140135,11 Woodwork,Subject grade,B
140135,11 Woodwork,Subject grade 2,NA
140135,11 Woodwork,Subject grade 3,B
140137,11 Biology,Subject grade,A
140137,11 Biology,Subject grade 2,A
140137,11 Biology,Subject grade 3,A
140137,11 Chemistry,Subject grade,A
140137,11 Chemistry,Subject grade 2,B
140137,11 Chemistry,Subject grade 3,A
140137,11 English Studies,Subject grade,B
140137,11 English Studies,Subject grade 2,B
140137,11 English Studies,Subject grade 3,B
140137,11 Maths Studies 3,Subject grade,A
140137,11 Maths Studies 3,Subject grade 2,A
140137,11 Maths Studies 3,Subject grade 3,A
140137,11 Maths Studies 4,Subject grade,B
140137,11 Maths Studies 4,Subject grade 2,A
140137,11 Maths Studies 4,Subject grade 3,A
140137,11 Physics,Subject grade,A
140137,11 Physics,Subject grade 2,A
140137,11 Physics,Subject grade 3,A
140138,11 English,Subject grade,B
140138,11 English,Subject grade 2,NA
140138,11 English,Subject grade 3,B
140138,11 Geography,Subject grade,C-
140138,11 Geography,Subject grade 2,C-
140138,11 Geography,Subject grade 3,C
140138,11 History,Subject grade,B
140138,11 History,Subject grade 2,B
140138,11 History,Subject grade 3,B
140138,11 Maths General,Subject grade,B
140138,11 Maths General,Subject grade 2,C
140138,11 Maths General,Subject grade 3,B
140138,11 Outdoor Const,Subject grade,A
140138,11 Outdoor Const,Subject grade 2,NA
140138,11 Outdoor Const,Subject grade 3,A
140138,11 Woodwork,Subject grade,A
140138,11 Woodwork,Subject grade 2,NA
140138,11 Woodwork,Subject grade 3,A
140140,11 Biology,Subject grade,A
140140,11 Biology,Subject grade 2,B
140140,11 Biology,Subject grade 3,A
140140,11 Chemistry,Subject grade,A
140140,11 Chemistry,Subject grade 2,B
140140,11 Chemistry,Subject grade 3,A
140140,11 English Studies,Subject grade,A
140140,11 English Studies,Subject grade 2,A
140140,11 English Studies,Subject grade 3,A
140140,11 Maths Studies 3,Subject grade,A
140140,11 Maths Studies 3,Subject grade 2,B
140140,11 Maths Studies 3,Subject grade 3,A
140140,11 Maths Studies 4,Subject grade,A
140140,11 Maths Studies 4,Subject grade 2,B
140140,11 Maths Studies 4,Subject grade 3,B
140140,11 Physics,Subject grade,A
140140,11 Physics,Subject grade 2,A
140140,11 Physics,Subject grade 3,A
140142,11 Biology,Subject grade,B
140142,11 Biology,Subject grade 2,B
140142,11 Biology,Subject grade 3,B
140142,11 Chemistry,Subject grade,A
140142,11 Chemistry,Subject grade 2,B
140142,11 Chemistry,Subject grade 3,A
140142,11 English,Subject grade,B
140142,11 English,Subject grade 2,NA
140142,11 English,Subject grade 3,B
140142,11 Maths Studies 3,Subject grade,A
140142,11 Maths Studies 3,Subject grade 2,A
140142,11 Maths Studies 3,Subject grade 3,B
140142,11 Maths Studies 4,Subject grade,B
140142,11 Maths Studies 4,Subject grade 2,B
140142,11 Maths Studies 4,Subject grade 3,B
140142,11 Nutrition,Subject grade,A
140142,11 Nutrition,Subject grade 2,NA
140142,11 Nutrition,Subject grade 3,A
140144,11 Biology,Subject grade,B
140144,11 Biology,Subject grade 2,B
140144,11 Biology,Subject grade 3,C-
140144,11 Chemistry,Subject grade,C-
140144,11 Chemistry,Subject grade 2,E
140144,11 Chemistry,Subject grade 3,C
140144,11 ESL,Subject grade,A
140144,11 ESL,Subject grade 2,A
140144,11 ESL,Subject grade 3,B
140144,11 Maths General,Subject grade,B
140144,11 Maths General,Subject grade 2,C+
140144,11 Maths General,Subject grade 3,B
140144,11 Nutrition,Subject grade,B
140144,11 Nutrition,Subject grade 2,NA
140144,11 Nutrition,Subject grade 3,C+
140144,11 Physical Education,Subject grade,B
140144,11 Physical Education,Subject grade 2,B
140144,11 Physical Education,Subject grade 3,B
140146,11 Biology,Subject grade,B
140146,11 Biology,Subject grade 2,C
140146,11 Biology,Subject grade 3,B
140146,11 Energy Tech,Subject grade,B
140146,11 Energy Tech,Subject grade 2,NA
140146,11 Energy Tech,Subject grade 3,B
140146,11 English,Subject grade,B
140146,11 English,Subject grade 2,NA
140146,11 English,Subject grade 3,B
140146,11 Maths Studies 3,Subject grade,B
140146,11 Maths Studies 3,Subject grade 2,D
140146,11 Maths Studies 3,Subject grade 3,B
140146,11 Physical Education,Subject grade,B
140146,11 Physical Education,Subject grade 2,B
140146,11 Physical Education,Subject grade 3,B
140146,11 Physics,Subject grade,C+
140146,11 Physics,Subject grade 2,E
140146,11 Physics,Subject grade 3,C+
140147,11 English Essentials,Subject grade,C+
140147,11 English Essentials,Subject grade 2,NA
140147,11 English Essentials,Subject grade 3,C
140147,11 Hospitality,Subject grade,E
140147,11 Hospitality,Subject grade 2,NA
140147,11 Hospitality,Subject grade 3,D
140147,11 Maths Essentials,Subject grade,C-
140147,11 Maths Essentials,Subject grade 2,NA
140147,11 Maths Essentials,Subject grade 3,C-
140147,11 Outdoor Const,Subject grade,C-
140147,11 Outdoor Const,Subject grade 2,NA
140147,11 Outdoor Const,Subject grade 3,C-
140147,11 Sport & Recreation,Subject grade,C-
140147,11 Sport & Recreation,Subject grade 2,NA
140147,11 Sport & Recreation,Subject grade 3,D
140149,11 Biology,Subject grade,C
140149,11 Biology,Subject grade 2,C+
140149,11 Biology,Subject grade 3,C
140149,11 Chemistry,Subject grade,B
140149,11 Chemistry,Subject grade 2,C+
140149,11 Chemistry,Subject grade 3,B
140149,11 English,Subject grade,B
140149,11 English,Subject grade 2,NA
140149,11 English,Subject grade 3,B
140149,11 Maths Studies 3,Subject grade,B
140149,11 Maths Studies 3,Subject grade 2,B
140149,11 Maths Studies 3,Subject grade 3,B
140149,11 Maths Studies 4,Subject grade,C+
140149,11 Maths Studies 4,Subject grade 2,C
140149,11 Maths Studies 4,Subject grade 3,C+
140149,11 Physics,Subject grade,B
140149,11 Physics,Subject grade 2,C-
140149,11 Physics,Subject grade 3,B
140150,11 Art,Subject grade,C
140150,11 Art,Subject grade 2,NA
140150,11 Art,Subject grade 3,C
140150,11 English,Subject grade,C+
140150,11 English,Subject grade 2,NA
140150,11 English,Subject grade 3,B
140150,11 Hospitality,Subject grade,C+
140150,11 Hospitality,Subject grade 2,NA
140150,11 Hospitality,Subject grade 3,C+
140150,11 Legal Studies,Subject grade,C+
140150,11 Legal Studies,Subject grade 2,C
140150,11 Legal Studies,Subject grade 3,C
140150,11 Maths General,Subject grade,C+
140150,11 Maths General,Subject grade 2,B
140150,11 Maths General,Subject grade 3,B
140150,11 Sport & Recreation,Subject grade,B
140150,11 Sport & Recreation,Subject grade 2,NA
140150,11 Sport & Recreation,Subject grade 3,B
140151,11 English,Subject grade,B
140151,11 English,Subject grade 2,NA
140151,11 English,Subject grade 3,B
140151,11 Maths General,Subject grade,B
140151,11 Maths General,Subject grade 2,A
140151,11 Maths General,Subject grade 3,B
140151,11 Metalwork,Subject grade,B
140151,11 Metalwork,Subject grade 2,NA
140151,11 Metalwork,Subject grade 3,B
140151,11 Music B,Subject grade,A
140151,11 Music B,Subject grade 2,A
140151,11 Music B,Subject grade 3,A
140151,11 Physical Education,Subject grade,A
140151,11 Physical Education,Subject grade 2,A
140151,11 Physical Education,Subject grade 3,A
140151,11 Woodwork,Subject grade,A
140151,11 Woodwork,Subject grade 2,NA
140151,11 Woodwork,Subject grade 3,A
140153,11 Biology,Subject grade,D
140153,11 Biology,Subject grade 2,E
140153,11 Biology,Subject grade 3,D
140153,11 Design,Subject grade,C
140153,11 Design,Subject grade 2,NA
140153,11 Design,Subject grade 3,C
140153,11 English,Subject grade,B
140153,11 English,Subject grade 2,NA
140153,11 English,Subject grade 3,C+
140153,11 Legal Studies,Subject grade,E
140153,11 Legal Studies,Subject grade 2,D
140153,11 Legal Studies,Subject grade 3,E
140153,11 Maths General,Subject grade,C+
140153,11 Maths General,Subject grade 2,B
140153,11 Maths General,Subject grade 3,B
140153,11 Music B,Subject grade,B
140153,11 Music B,Subject grade 2,B
140153,11 Music B,Subject grade 3,B
140154,11 Biology,Subject grade,A
140154,11 Biology,Subject grade 2,A
140154,11 Biology,Subject grade 3,A
140154,11 Chemistry,Subject grade,A
140154,11 Chemistry,Subject grade 2,A
140154,11 Chemistry,Subject grade 3,A
140154,11 English,Subject grade,A
140154,11 English,Subject grade 2,NA
140154,11 English,Subject grade 3,A
140154,11 Maths Studies 3,Subject grade,A
140154,11 Maths Studies 3,Subject grade 2,A
140154,11 Maths Studies 3,Subject grade 3,A
140154,11 Maths Studies 4,Subject grade,A
140154,11 Maths Studies 4,Subject grade 2,A
140154,11 Maths Studies 4,Subject grade 3,A
140154,11 Nutrition,Subject grade,A
140154,11 Nutrition,Subject grade 2,NA
140154,11 Nutrition,Subject grade 3,A
140155,11 English,Subject grade,blank
140155,11 English,Subject grade 2,NA
140155,11 English,Subject grade 3,blank
140155,11 Maths General,Subject grade,NA
140155,11 Maths General,Subject grade 2,NA
140155,11 Maths General,Subject grade 3,NA
140155,11 Physical Education,Subject grade,NA
140155,11 Physical Education,Subject grade 2,NA
140155,11 Physical Education,Subject grade 3,NA
140155,11 Woodwork,Subject grade,NA
140155,11 Woodwork,Subject grade 2,NA
140155,11 Woodwork,Subject grade 3,NA
140156,11 English Essentials,Subject grade,B
140156,11 English Essentials,Subject grade 2,NA
140156,11 English Essentials,Subject grade 3,B
140156,11 Maths Essentials,Subject grade,C-
140156,11 Maths Essentials,Subject grade 2,E
140156,11 Maths Essentials,Subject grade 3,C-
140156,11 Physical Education,Subject grade,C
140156,11 Physical Education,Subject grade 2,E
140156,11 Physical Education,Subject grade 3,C
140156,11 Scientific St B,Subject grade,E
140156,11 Scientific St B,Subject grade 2,NA
140156,11 Scientific St B,Subject grade 3,D
140156,11 Woodwork,Subject grade,C
140156,11 Woodwork,Subject grade 2,NA
140156,11 Woodwork,Subject grade 3,C-
140157,11 English,Subject grade,B
140157,11 English,Subject grade 2,NA
140157,11 English,Subject grade 3,B
140157,11 Hospitality,Subject grade,C+
140157,11 Hospitality,Subject grade 2,NA
140157,11 Hospitality,Subject grade 3,C+
140157,11 Maths General,Subject grade,C
140157,11 Maths General,Subject grade 2,C-
140157,11 Maths General,Subject grade 3,C
140157,11 Nutrition,Subject grade,A
140157,11 Nutrition,Subject grade 2,NA
140157,11 Nutrition,Subject grade 3,A
140157,11 Sport & Recreation,Subject grade,B
140157,11 Sport & Recreation,Subject grade 2,NA
140157,11 Sport & Recreation,Subject grade 3,B
140157,11 Woodwork,Subject grade,B
140157,11 Woodwork,Subject grade 2,NA
140157,11 Woodwork,Subject grade 3,B
140158,11 Art,Subject grade,B
140158,11 Art,Subject grade 2,NA
140158,11 Art,Subject grade 3,B
140158,11 Biology,Subject grade,C+
140158,11 Biology,Subject grade 2,B
140158,11 Biology,Subject grade 3,B
140158,11 English,Subject grade,A
140158,11 English,Subject grade 2,NA
140158,11 English,Subject grade 3,A
140158,11 Geography,Subject grade,C+
140158,11 Geography,Subject grade 2,C+
140158,11 Geography,Subject grade 3,C
140158,11 Legal Studies,Subject grade,A
140158,11 Legal Studies,Subject grade 2,B
140158,11 Legal Studies,Subject grade 3,A
140158,11 Maths General,Subject grade,A
140158,11 Maths General,Subject grade 2,C+
140158,11 Maths General,Subject grade 3,A
140159,11 Biology,Subject grade,C+
140159,11 Biology,Subject grade 2,D
140159,11 Biology,Subject grade 3,C+
140159,11 English,Subject grade,B
140159,11 English,Subject grade 2,NA
140159,11 English,Subject grade 3,B
140159,11 Hospitality,Subject grade,B
140159,11 Hospitality,Subject grade 2,NA
140159,11 Hospitality,Subject grade 3,B
140159,11 Maths General,Subject grade,B
140159,11 Maths General,Subject grade 2,B
140159,11 Maths General,Subject grade 3,B
140159,11 Metalwork,Subject grade,B
140159,11 Metalwork,Subject grade 2,NA
140159,11 Metalwork,Subject grade 3,B
140159,11 Physical Education,Subject grade,B
140159,11 Physical Education,Subject grade 2,D
140159,11 Physical Education,Subject grade 3,B
140160,11 English,Subject grade,B
140160,11 English,Subject grade 2,NA
140160,11 English,Subject grade 3,B
140160,11 Legal Studies,Subject grade,C
140160,11 Legal Studies,Subject grade 2,C-
140160,11 Legal Studies,Subject grade 3,C
140160,11 Maths General,Subject grade,B
140160,11 Maths General,Subject grade 2,B
140160,11 Maths General,Subject grade 3,B
140160,11 Nutrition,Subject grade,A
140160,11 Nutrition,Subject grade 2,NA
140160,11 Nutrition,Subject grade 3,A
140160,11 Physical Education,Subject grade,B
140160,11 Physical Education,Subject grade 2,B
140160,11 Physical Education,Subject grade 3,B
140160,11 Sport & Recreation,Subject grade,B
140160,11 Sport & Recreation,Subject grade 2,NA
140160,11 Sport & Recreation,Subject grade 3,A
140161,11 Biology,Subject grade,B
140161,11 Biology,Subject grade 2,B
140161,11 Biology,Subject grade 3,A
140161,11 Chemistry,Subject grade,A
140161,11 Chemistry,Subject grade 2,B
140161,11 Chemistry,Subject grade 3,A
140161,11 English,Subject grade,B
140161,11 English,Subject grade 2,NA
140161,11 English,Subject grade 3,A
140161,11 Maths Studies 3,Subject grade,B
140161,11 Maths Studies 3,Subject grade 2,A
140161,11 Maths Studies 3,Subject grade 3,B
140161,11 Maths Studies 4,Subject grade,B
140161,11 Maths Studies 4,Subject grade 2,C+
140161,11 Maths Studies 4,Subject grade 3,B
140161,11 Nutrition,Subject grade,A
140161,11 Nutrition,Subject grade 2,NA
140161,11 Nutrition,Subject grade 3,A
140162,11 Biology,Subject grade,B
140162,11 Biology,Subject grade 2,B
140162,11 Biology,Subject grade 3,B
140162,11 Chemistry,Subject grade,C+
140162,11 Chemistry,Subject grade 2,E
140162,11 Chemistry,Subject grade 3,C+
140162,11 Design,Subject grade,B
140162,11 Design,Subject grade 2,NA
140162,11 Design,Subject grade 3,B
140162,11 English,Subject grade,A
140162,11 English,Subject grade 2,NA
140162,11 English,Subject grade 3,A
140162,11 Maths General,Subject grade,B
140162,11 Maths General,Subject grade 2,B
140162,11 Maths General,Subject grade 3,B
140162,11 Outdoor Const,Subject grade,A
140162,11 Outdoor Const,Subject grade 2,NA
140162,11 Outdoor Const,Subject grade 3,A
140163,11 Biology,Subject grade,B
140163,11 Biology,Subject grade 2,B
140163,11 Biology,Subject grade 3,B
140163,11 English Studies,Subject grade,B
140163,11 English Studies,Subject grade 2,B
140163,11 English Studies,Subject grade 3,B
140163,11 History,Subject grade,A
140163,11 History,Subject grade 2,A
140163,11 History,Subject grade 3,A
140163,11 Hospitality,Subject grade,A
140163,11 Hospitality,Subject grade 2,NA
140163,11 Hospitality,Subject grade 3,A
140163,11 Legal Studies,Subject grade,B
140163,11 Legal Studies,Subject grade 2,B
140163,11 Legal Studies,Subject grade 3,A
140163,11 Maths General,Subject grade,B
140163,11 Maths General,Subject grade 2,B
140163,11 Maths General,Subject grade 3,B
140166,11 Biology,Subject grade,D
140166,11 Biology,Subject grade 2,D
140166,11 Biology,Subject grade 3,D
140166,11 English,Subject grade,C
140166,11 English,Subject grade 2,NA
140166,11 English,Subject grade 3,C+
140166,11 Hospitality,Subject grade,C+
140166,11 Hospitality,Subject grade 2,NA
140166,11 Hospitality,Subject grade 3,C+
140166,11 Maths General,Subject grade,B
140166,11 Maths General,Subject grade 2,C-
140166,11 Maths General,Subject grade 3,B
140166,11 Physical Education,Subject grade,C+
140166,11 Physical Education,Subject grade 2,C-
140166,11 Physical Education,Subject grade 3,C
140166,11 Sport & Recreation,Subject grade,A
140166,11 Sport & Recreation,Subject grade 2,NA
140166,11 Sport & Recreation,Subject grade 3,A
140167,11 Biology,Subject grade,C
140167,11 Biology,Subject grade 2,D
140167,11 Biology,Subject grade 3,C
140167,11 English,Subject grade,C
140167,11 English,Subject grade 2,NA
140167,11 English,Subject grade 3,C
140167,11 History,Subject grade,E
140167,11 History,Subject grade 2,C
140167,11 History,Subject grade 3,E
140167,11 Maths General,Subject grade,C
140167,11 Maths General,Subject grade 2,D
140167,11 Maths General,Subject grade 3,C-
140167,11 Physical Education,Subject grade,C
140167,11 Physical Education,Subject grade 2,B
140167,11 Physical Education,Subject grade 3,C
140167,11 Woodwork,Subject grade,C
140167,11 Woodwork,Subject grade 2,NA
140167,11 Woodwork,Subject grade 3,C+
140168,11 English,Subject grade,C-
140168,11 English,Subject grade 2,NA
140168,11 English,Subject grade 3,C-
140168,11 Hospitality,Subject grade,D
140168,11 Hospitality,Subject grade 2,NA
140168,11 Hospitality,Subject grade 3,D
140168,11 Maths General,Subject grade,D
140168,11 Maths General,Subject grade 2,C
140168,11 Maths General,Subject grade 3,D
140168,11 Metalwork,Subject grade,B
140168,11 Metalwork,Subject grade 2,NA
140168,11 Metalwork,Subject grade 3,B
140168,11 Physical Education,Subject grade,C
140168,11 Physical Education,Subject grade 2,C
140168,11 Physical Education,Subject grade 3,C
140168,11 Sport & Recreation,Subject grade,C+
140168,11 Sport & Recreation,Subject grade 2,NA
140168,11 Sport & Recreation,Subject grade 3,C
140169,11 Biology,Subject grade,C
140169,11 Biology,Subject grade 2,D
140169,11 Biology,Subject grade 3,C
140169,11 English,Subject grade,B
140169,11 English,Subject grade 2,NA
140169,11 English,Subject grade 3,B
140169,11 History,Subject grade,B
140169,11 History,Subject grade 2,A
140169,11 History,Subject grade 3,C+
140169,11 Hospitality,Subject grade,C
140169,11 Hospitality,Subject grade 2,NA
140169,11 Hospitality,Subject grade 3,C
140169,11 Legal Studies,Subject grade,C
140169,11 Legal Studies,Subject grade 2,D
140169,11 Legal Studies,Subject grade 3,C
140169,11 Maths Essentials,Subject grade,C
140169,11 Maths Essentials,Subject grade 2,C
140169,11 Maths Essentials,Subject grade 3,C
140170,11 Biology,Subject grade,B
140170,11 Biology,Subject grade 2,B
140170,11 Biology,Subject grade 3,B
140170,11 Chemistry,Subject grade,A
140170,11 Chemistry,Subject grade 2,B
140170,11 Chemistry,Subject grade 3,A
140170,11 English Studies,Subject grade,B
140170,11 English Studies,Subject grade 2,B
140170,11 English Studies,Subject grade 3,B
140170,11 Maths Studies 3,Subject grade,A
140170,11 Maths Studies 3,Subject grade 2,A
140170,11 Maths Studies 3,Subject grade 3,A
140170,11 Maths Studies 4,Subject grade,B
140170,11 Maths Studies 4,Subject grade 2,C+
140170,11 Maths Studies 4,Subject grade 3,A
140170,11 Physics,Subject grade,A
140170,11 Physics,Subject grade 2,C+
140170,11 Physics,Subject grade 3,A
140171,11 English Essentials,Subject grade,E
140171,11 English Essentials,Subject grade 2,NA
140171,11 English Essentials,Subject grade 3,D
140171,11 Geography,Subject grade,E
140171,11 Geography,Subject grade 2,UC
140171,11 Geography,Subject grade 3,E
140171,11 Maths Essentials,Subject grade,D
140171,11 Maths Essentials,Subject grade 2,E
140171,11 Maths Essentials,Subject grade 3,D
140171,11 Outdoor Const,Subject grade,C-
140171,11 Outdoor Const,Subject grade 2,NA
140171,11 Outdoor Const,Subject grade 3,C-
140171,11 Woodwork,Subject grade,C
140171,11 Woodwork,Subject grade 2,NA
140171,11 Woodwork,Subject grade 3,C
140172,11 English,Subject grade,blank
140172,11 English,Subject grade 2,NA
140172,11 English,Subject grade 3,blank
140172,11 Maths Essentials,Subject grade,E
140172,11 Maths Essentials,Subject grade 2,E
140172,11 Maths Essentials,Subject grade 3,E
140172,11 Metalwork,Subject grade,E
140172,11 Metalwork,Subject grade 2,NA
140172,11 Metalwork,Subject grade 3,D
140172,11 Music B,Subject grade,NA
140172,11 Music B,Subject grade 2,NA
140172,11 Music B,Subject grade 3,E
140173,11 Biology,Subject grade,B
140173,11 Biology,Subject grade 2,B
140173,11 Biology,Subject grade 3,B
140173,11 Chemistry,Subject grade,A
140173,11 Chemistry,Subject grade 2,A
140173,11 Chemistry,Subject grade 3,A
140173,11 English Studies,Subject grade,B
140173,11 English Studies,Subject grade 2,B
140173,11 English Studies,Subject grade 3,B
140173,11 Maths Studies 3,Subject grade,B
140173,11 Maths Studies 3,Subject grade 2,A
140173,11 Maths Studies 3,Subject grade 3,A
140173,11 Maths Studies 4,Subject grade,A
140173,11 Maths Studies 4,Subject grade 2,A
140173,11 Maths Studies 4,Subject grade 3,A
140173,11 Physics,Subject grade,A
140173,11 Physics,Subject grade 2,A
140173,11 Physics,Subject grade 3,A
140175,11 English Essentials,Subject grade,C+
140175,11 English Essentials,Subject grade 2,NA
140175,11 English Essentials,Subject grade 3,C+
140175,11 Hospitality,Subject grade,C+
140175,11 Hospitality,Subject grade 2,NA
140175,11 Hospitality,Subject grade 3,C+
140175,11 Maths General,Subject grade,C-
140175,11 Maths General,Subject grade 2,B
140175,11 Maths General,Subject grade 3,C
140175,11 Scientific St B,Subject grade,C+
140175,11 Scientific St B,Subject grade 2,NA
140175,11 Scientific St B,Subject grade 3,C
140175,11 Woodwork,Subject grade,C
140175,11 Woodwork,Subject grade 2,NA
140175,11 Woodwork,Subject grade 3,C+
140179,11 Biology,Subject grade,C
140179,11 Biology,Subject grade 2,E
140179,11 Biology,Subject grade 3,C
140179,11 ESL,Subject grade,A
140179,11 ESL,Subject grade 2,A
140179,11 ESL,Subject grade 3,B
140179,11 Geography,Subject grade,D
140179,11 Geography,Subject grade 2,D
140179,11 Geography,Subject grade 3,D
140179,11 Maths General,Subject grade,C
140179,11 Maths General,Subject grade 2,C
140179,11 Maths General,Subject grade 3,C
140179,11 Nutrition,Subject grade,C
140179,11 Nutrition,Subject grade 2,NA
140179,11 Nutrition,Subject grade 3,C+
140179,11 Physical Education,Subject grade,B
140179,11 Physical Education,Subject grade 2,B
140179,11 Physical Education,Subject grade 3,B
140187,11 Digital Photography,Subject grade,D
140187,11 Digital Photography,Subject grade 2,NA
140187,11 Digital Photography,Subject grade 3,D
140187,11 Energy Tech,Subject grade,E
140187,11 Energy Tech,Subject grade 2,NA
140187,11 Energy Tech,Subject grade 3,E
140187,11 English Essentials,Subject grade,B
140187,11 English Essentials,Subject grade 2,NA
140187,11 English Essentials,Subject grade 3,C+
140187,11 Maths Essentials,Subject grade,C-
140187,11 Maths Essentials,Subject grade 2,C
140187,11 Maths Essentials,Subject grade 3,C-
140187,11 Sport & Recreation,Subject grade,C
140187,11 Sport & Recreation,Subject grade 2,NA
140187,11 Sport & Recreation,Subject grade 3,C+
140187,11 Woodwork,Subject grade,B
140187,11 Woodwork,Subject grade 2,NA
140187,11 Woodwork,Subject grade 3,B
140209,11 English,Subject grade,B
140209,11 English,Subject grade 2,NA
140209,11 English,Subject grade 3,B
140209,11 Hospitality,Subject grade,C+
140209,11 Hospitality,Subject grade 2,NA
140209,11 Hospitality,Subject grade 3,C
140209,11 Maths General,Subject grade,C-
140209,11 Maths General,Subject grade 2,D
140209,11 Maths General,Subject grade 3,C-
140209,11 Nutrition,Subject grade,C+
140209,11 Nutrition,Subject grade 2,NA
140209,11 Nutrition,Subject grade 3,C+
140222,11 Art,Subject grade,E
140222,11 Art,Subject grade 2,NA
140222,11 Art,Subject grade 3,E
140222,11 Hospitality,Subject grade,E
140222,11 Hospitality,Subject grade 2,NA
140222,11 Hospitality,Subject grade 3,E
140222,11 Maths Essentials,Subject grade,C-
140222,11 Maths Essentials,Subject grade 2,E
140222,11 Maths Essentials,Subject grade 3,C-
140222,11 Scientific St B,Subject grade,E
140222,11 Scientific St B,Subject grade 2,NA
140222,11 Scientific St B,Subject grade 3,D
140252,11 Energy Tech,Subject grade,D
140252,11 Energy Tech,Subject grade 2,NA
140252,11 Energy Tech,Subject grade 3,D
140252,11 English Essentials,Subject grade,C
140252,11 English Essentials,Subject grade 2,NA
140252,11 English Essentials,Subject grade 3,C+
140252,11 Hospitality,Subject grade,D
140252,11 Hospitality,Subject grade 2,NA
140252,11 Hospitality,Subject grade 3,D
140252,11 Maths Essentials,Subject grade,C-
140252,11 Maths Essentials,Subject grade 2,C-
140252,11 Maths Essentials,Subject grade 3,C-
140252,11 Sport & Recreation,Subject grade,D
140252,11 Sport & Recreation,Subject grade 2,NA
140252,11 Sport & Recreation,Subject grade 3,C
140252,11 Woodwork,Subject grade,C
140252,11 Woodwork,Subject grade 2,NA
140252,11 Woodwork,Subject grade 3,B
150256,11 Biology,Subject grade,B
150256,11 Biology,Subject grade 2,C
150256,11 Biology,Subject grade 3,B
150256,11 English,Subject grade,C
150256,11 English,Subject grade 2,NA
150256,11 English,Subject grade 3,C+
150256,11 Legal Studies,Subject grade,B
150256,11 Legal Studies,Subject grade 2,C+
150256,11 Legal Studies,Subject grade 3,B
150256,11 Maths General,Subject grade,B
150256,11 Maths General,Subject grade 2,A
150256,11 Maths General,Subject grade 3,B
150256,11 Physical Education,Subject grade,B
150256,11 Physical Education,Subject grade 2,A
150256,11 Physical Education,Subject grade 3,B
150256,11 Research Practices,Subject grade,C+
150256,11 Research Practices,Subject grade 2,NA
150256,11 Research Practices,Subject grade 3,C+
150270,11 Biology,Subject grade,B
150270,11 Biology,Subject grade 2,B
150270,11 Biology,Subject grade 3,B
150270,11 Chemistry,Subject grade,C-
150270,11 Chemistry,Subject grade 2,E
150270,11 Chemistry,Subject grade 3,C-
150270,11 English Studies,Subject grade,B
150270,11 English Studies,Subject grade 2,B
150270,11 English Studies,Subject grade 3,B
150270,11 History,Subject grade,B
150270,11 History,Subject grade 2,C+
150270,11 History,Subject grade 3,B
