Student ID,Report Class Code,Item Code,EnteredText
140059,11 Biology,Subject grade 2,D
140059,11 Biology,Subject grade 3,C
140059,11 English,Subject grade,B
140059,11 English,Subject grade 2,NA
140059,11 English,Subject grade 3,B
140059,11 Legal Studies,Subject grade,C
140059,11 Legal Studies,Subject grade 2,D
140059,11 Legal Studies,Subject grade 3,C
140059,11 Maths General,Subject grade,C
140059,11 Maths General,Subject grade 2,D
140059,11 Maths General,Subject grade 3,D
140059,11 Nutrition,Subject grade,B
140059,11 Nutrition,Subject grade 2,NA
140059,11 Nutrition,Subject grade 3,B
140059,11 Physical Education,Subject grade,B
140059,11 Physical Education,Subject grade 2,D
140059,11 Physical Education,Subject grade 3,B
140064,11 Chemistry,Subject grade,C
140064,11 Chemistry,Subject grade 2,E
140064,11 Chemistry,Subject grade 3,C-
140064,11 English Studies,Subject grade,B
140064,11 English Studies,Subject grade 2,B
140064,11 English Studies,Subject grade 3,B
140064,11 Maths General,Subject grade,B
140064,11 Maths General,Subject grade 2,C
140064,11 Maths General,Subject grade 3,B
140064,11 Metalwork,Subject grade,B
140064,11 Metalwork,Subject grade 2,NA
140064,11 Metalwork,Subject grade 3,B
140064,11 Music B,Subject grade,B
140064,11 Music B,Subject grade 2,C-
140064,11 Music B,Subject grade 3,B
140064,11 Physical Education,Subject grade,B
140064,11 Physical Education,Subject grade 2,C+
140064,11 Physical Education,Subject grade 3,B
140067,11 Energy Tech,Subject grade,C
140067,11 Energy Tech,Subject grade 2,NA
140067,11 Energy Tech,Subject grade 3,C
140067,11 English,Subject grade,C+
140067,11 English,Subject grade 2,NA
140067,11 English,Subject grade 3,C+
140067,11 Hospitality,Subject grade,C
140067,11 Hospitality,Subject grade 2,NA
140067,11 Hospitality,Subject grade 3,C
140067,11 Maths General,Subject grade,C-
140067,11 Maths General,Subject grade 2,E
140067,11 Maths General,Subject grade 3,C-
140067,11 Woodwork,Subject grade,B
140067,11 Woodwork,Subject grade 2,NA
140067,11 Woodwork,Subject grade 3,B
140073,11 Energy Tech,Subject grade,E
140073,11 Energy Tech,Subject grade 2,NA
140073,11 Energy Tech,Subject grade 3,E
140073,11 English Essentials,Subject grade,C+
140073,11 English Essentials,Subject grade 2,NA
140073,11 English Essentials,Subject grade 3,B
140073,11 Info Pro & Pub,Subject grade,E
140073,11 Info Pro & Pub,Subject grade 2,NA
140073,11 Info Pro & Pub,Subject grade 3,E
140073,11 Maths General,Subject grade,E
140073,11 Maths General,Subject grade 2,E
140073,11 Maths General,Subject grade 3,D
140073,11 Sport & Recreation,Subject grade,E
140073,11 Sport & Recreation,Subject grade 2,NA
140073,11 Sport & Recreation,Subject grade 3,D
140073,11 Woodwork,Subject grade,E
140073,11 Woodwork,Subject grade 2,NA
140073,11 Woodwork,Subject grade 3,E
140074,11 ESL,Subject grade,A
140074,11 ESL,Subject grade 2,A
140074,11 ESL,Subject grade 3,A
140074,11 Hospitality,Subject grade,B
140074,11 Hospitality,Subject grade 2,NA
140074,11 Hospitality,Subject grade 3,B
140074,11 Legal Studies,Subject grade,C-
140074,11 Legal Studies,Subject grade 2,D
140074,11 Legal Studies,Subject grade 3,C
140074,11 Nutrition,Subject grade,B
140074,11 Nutrition,Subject grade 2,NA
140074,11 Nutrition,Subject grade 3,B
140074,11 Research Practices,Subject grade,B
140074,11 Research Practices,Subject grade 2,NA
140074,11 Research Practices,Subject grade 3,B
140074,11 Scientific St B,Subject grade,A
140074,11 Scientific St B,Subject grade 2,NA
140074,11 Scientific St B,Subject grade 3,A
140076,11 Art,Subject grade,A
140076,11 Art,Subject grade 2,NA
140076,11 Art,Subject grade 3,A
140076,11 Biology,Subject grade,B
140076,11 Biology,Subject grade 2,B
140076,11 Biology,Subject grade 3,B
140076,11 Digital Photography,Subject grade,B
140076,11 Digital Photography,Subject grade 2,NA
140076,11 Digital Photography,Subject grade 3,A
140076,11 English Studies,Subject grade,A
140076,11 English Studies,Subject grade 2,A
140076,11 English Studies,Subject grade 3,A
140076,11 Geography,Subject grade,A
140076,11 Geography,Subject grade 2,C+
140076,11 Geography,Subject grade 3,A
140076,11 History,Subject grade,A
140076,11 History,Subject grade 2,A
140076,11 History,Subject grade 3,A
140080,11 English Studies,Subject grade,B
140080,11 English Studies,Subject grade 2,B
140080,11 English Studies,Subject grade 3,B
140080,11 History,Subject grade,C+
140080,11 History,Subject grade 2,C
140080,11 History,Subject grade 3,B
140080,11 Hospitality,Subject grade,B
140080,11 Hospitality,Subject grade 2,NA
140080,11 Hospitality,Subject grade 3,B
140080,11 Legal Studies,Subject grade,C+
140080,11 Legal Studies,Subject grade 2,C-
140080,11 Legal Studies,Subject grade 3,B
140080,11 Maths General,Subject grade,C+
140080,11 Maths General,Subject grade 2,B
140080,11 Maths General,Subject grade 3,C+
140081,11 Biology,Subject grade,B
140081,11 Biology,Subject grade 2,B
140081,11 Biology,Subject grade 3,B
140081,11 Design,Subject grade,B
140081,11 Design,Subject grade 2,NA
140081,11 Design,Subject grade 3,B
140081,11 English Studies,Subject grade,B
140081,11 English Studies,Subject grade 2,B
140081,11 English Studies,Subject grade 3,B
140081,11 Hospitality,Subject grade,B
140081,11 Hospitality,Subject grade 2,NA
140081,11 Hospitality,Subject grade 3,B
140081,11 Legal Studies,Subject grade,B
140081,11 Legal Studies,Subject grade 2,C+
140081,11 Legal Studies,Subject grade 3,B
140081,11 Maths General,Subject grade,B
140081,11 Maths General,Subject grade 2,B
140081,11 Maths General,Subject grade 3,B
140082,11 Biology,Subject grade,C-
140082,11 Biology,Subject grade 2,E
140082,11 Biology,Subject grade 3,C
140082,11 English Studies,Subject grade,B
140082,11 English Studies,Subject grade 2,B
140082,11 English Studies,Subject grade 3,B
140082,11 History,Subject grade,B
140082,11 History,Subject grade 2,B
140082,11 History,Subject grade 3,B
140082,11 Hospitality,Subject grade,B
140082,11 Hospitality,Subject grade 2,NA
140082,11 Hospitality,Subject grade 3,B
140082,11 Maths General,Subject grade,B
140082,11 Maths General,Subject grade 2,C-
140082,11 Maths General,Subject grade 3,C+
140082,11 Sport & Recreation,Subject grade,B
140082,11 Sport & Recreation,Subject grade 2,NA
140082,11 Sport & Recreation,Subject grade 3,B
140084,11 English,Subject grade,B
140084,11 English,Subject grade 2,NA
140084,11 English,Subject grade 3,B
140084,11 Hospitality,Subject grade,B
140084,11 Hospitality,Subject grade 2,NA
140084,11 Hospitality,Subject grade 3,B
140084,11 Maths General,Subject grade,C
140084,11 Maths General,Subject grade 2,C
140084,11 Maths General,Subject grade 3,C
140084,11 Physical Education,Subject grade,B
140084,11 Physical Education,Subject grade 2,B
140084,11 Physical Education,Subject grade 3,B
140084,11 Sport & Recreation,Subject grade,B
140084,11 Sport & Recreation,Subject grade 2,NA
140084,11 Sport & Recreation,Subject grade 3,B
140084,11 Woodwork,Subject grade,A
140084,11 Woodwork,Subject grade 2,NA
140084,11 Woodwork,Subject grade 3,A
140085,11 Biology,Subject grade,A
140085,11 Biology,Subject grade 2,A
140085,11 Biology,Subject grade 3,A
140085,11 Chemistry,Subject grade,A
140085,11 Chemistry,Subject grade 2,A
140085,11 Chemistry,Subject grade 3,A
140085,11 English,Subject grade,A
140085,11 English,Subject grade 2,NA
140085,11 English,Subject grade 3,A
140085,11 Maths Studies 3,Subject grade,A
140085,11 Maths Studies 3,Subject grade 2,A
140085,11 Maths Studies 3,Subject grade 3,A
140085,11 Maths Studies 4,Subject grade,A
140085,11 Maths Studies 4,Subject grade 2,A
140085,11 Maths Studies 4,Subject grade 3,A
140085,11 Nutrition,Subject grade,A
140085,11 Nutrition,Subject grade 2,NA
140085,11 Nutrition,Subject grade 3,A
140086,11 Biology,Subject grade,C
140086,11 Biology,Subject grade 2,D
140086,11 Biology,Subject grade 3,C
140086,11 English Essentials,Subject grade,B
140086,11 English Essentials,Subject grade 2,NA
140086,11 English Essentials,Subject grade 3,B
140086,11 Info Pro & Pub,Subject grade,C
140086,11 Info Pro & Pub,Subject grade 2,NA
140086,11 Info Pro & Pub,Subject grade 3,B
140086,11 Legal Studies,Subject grade,C
140086,11 Legal Studies,Subject grade 2,D
140086,11 Legal Studies,Subject grade 3,C
140086,11 Maths General,Subject grade,C+
140086,11 Maths General,Subject grade 2,C
140086,11 Maths General,Subject grade 3,C+
140086,11 Physical Education,Subject grade,C
140086,11 Physical Education,Subject grade 2,C
140086,11 Physical Education,Subject grade 3,C+
140087,11 Biology,Subject grade,B
140087,11 Biology,Subject grade 2,A
140087,11 Biology,Subject grade 3,B
140087,11 Chemistry,Subject grade,A
140087,11 Chemistry,Subject grade 2,A
140087,11 Chemistry,Subject grade 3,A
140087,11 English Studies,Subject grade,A
140087,11 English Studies,Subject grade 2,A
140087,11 English Studies,Subject grade 3,A
140087,11 Hospitality,Subject grade,A
140087,11 Hospitality,Subject grade 2,NA
140087,11 Hospitality,Subject grade 3,A
140087,11 Maths Studies 3,Subject grade,B
140087,11 Maths Studies 3,Subject grade 2,A
140087,11 Maths Studies 3,Subject grade 3,B
140087,11 Physics,Subject grade,A
140087,11 Physics,Subject grade 2,B
140087,11 Physics,Subject grade 3,A
140089,11 Art,Subject grade,B
140089,11 Art,Subject grade 2,NA
140089,11 Art,Subject grade 3,B
140089,11 Digital Photography,Subject grade,B
140089,11 Digital Photography,Subject grade 2,NA
140089,11 Digital Photography,Subject grade 3,B
140089,11 English,Subject grade,B
140089,11 English,Subject grade 2,NA
140089,11 English,Subject grade 3,B
140089,11 Hospitality,Subject grade,A
140089,11 Hospitality,Subject grade 2,NA
140089,11 Hospitality,Subject grade 3,A
140089,11 Maths General,Subject grade,C
140089,11 Maths General,Subject grade 2,C
140089,11 Maths General,Subject grade 3,C
140089,11 Research Practices,Subject grade,B
140089,11 Research Practices,Subject grade 2,NA
140089,11 Research Practices,Subject grade 3,B
140090,11 Biology,Subject grade,C
140090,11 Biology,Subject grade 2,C
140090,11 Biology,Subject grade 3,C
140090,11 Design,Subject grade,C+
140090,11 Design,Subject grade 2,NA
140090,11 Design,Subject grade 3,C+
140090,11 Digital Photography,Subject grade,C+
140090,11 Digital Photography,Subject grade 2,NA
140090,11 Digital Photography,Subject grade 3,C
140090,11 English Studies,Subject grade,B
140090,11 English Studies,Subject grade 2,B
140090,11 English Studies,Subject grade 3,B
140090,11 Maths General,Subject grade,C+
140090,11 Maths General,Subject grade 2,C
140090,11 Maths General,Subject grade 3,B
140090,11 Woodwork,Subject grade,B
140090,11 Woodwork,Subject grade 2,NA
140090,11 Woodwork,Subject grade 3,B
140091,11 English,Subject grade,B
140091,11 English,Subject grade 2,NA
140091,11 English,Subject grade 3,C+
140091,11 Legal Studies,Subject grade,C+
140091,11 Legal Studies,Subject grade 2,B
140091,11 Legal Studies,Subject grade 3,C
140091,11 Maths General,Subject grade,B
140091,11 Maths General,Subject grade 2,A
140091,11 Maths General,Subject grade 3,A
140091,11 Metalwork,Subject grade,B
140091,11 Metalwork,Subject grade 2,NA
140091,11 Metalwork,Subject grade 3,B
140091,11 Physical Education,Subject grade,C+
140091,11 Physical Education,Subject grade 2,C-
140091,11 Physical Education,Subject grade 3,B
140091,11 Sport & Recreation,Subject grade,B
140091,11 Sport & Recreation,Subject grade 2,NA
140091,11 Sport & Recreation,Subject grade 3,B
140092,11 Biology,Subject grade,B
140092,11 Biology,Subject grade 2,B
140092,11 Biology,Subject grade 3,B
140092,11 Chemistry,Subject grade,B
140092,11 Chemistry,Subject grade 2,C+
140092,11 Chemistry,Subject grade 3,B
140092,11 Energy Tech,Subject grade,A
140092,11 Energy Tech,Subject grade 2,NA
140092,11 Energy Tech,Subject grade 3,A
140092,11 English Studies,Subject grade,B
140092,11 English Studies,Subject grade 2,B
140092,11 English Studies,Subject grade 3,B
140092,11 Maths Studies 3,Subject grade,B
140092,11 Maths Studies 3,Subject grade 2,B
140092,11 Maths Studies 3,Subject grade 3,B
140092,11 Physics,Subject grade,B
140092,11 Physics,Subject grade 2,B
140092,11 Physics,Subject grade 3,B
140094,11 Art,Subject grade,C
140094,11 Art,Subject grade 2,NA
140094,11 Art,Subject grade 3,C
140094,11 Digital Photography,Subject grade,C
140094,11 Digital Photography,Subject grade 2,NA
140094,11 Digital Photography,Subject grade 3,C
140094,11 English,Subject grade,C+
140094,11 English,Subject grade 2,NA
140094,11 English,Subject grade 3,C+
140094,11 History,Subject grade,C
140094,11 History,Subject grade 2,C-
140094,11 History,Subject grade 3,C
140094,11 Hospitality,Subject grade,C
140094,11 Hospitality,Subject grade 2,NA
140094,11 Hospitality,Subject grade 3,C
140096,11 English,Subject grade,C+
140096,11 English,Subject grade 2,NA
140096,11 English,Subject grade 3,C+
140096,11 Maths General,Subject grade,blank
140096,11 Maths General,Subject grade 2,blank
140096,11 Maths General,Subject grade 3,blank
140097,11 English,Subject grade,B
140097,11 English,Subject grade 2,NA
140097,11 English,Subject grade 3,B
140097,11 History,Subject grade,B
140097,11 History,Subject grade 2,C
140097,11 History,Subject grade 3,B
140097,11 Outdoor Const,Subject grade,C
140097,11 Outdoor Const,Subject grade 2,NA
140097,11 Outdoor Const,Subject grade 3,C
140097,11 Sport & Recreation,Subject grade,C-
140097,11 Sport & Recreation,Subject grade 2,NA
140097,11 Sport & Recreation,Subject grade 3,C
140097,11 Woodwork,Subject grade,C
140097,11 Woodwork,Subject grade 2,NA
140097,11 Woodwork,Subject grade 3,C+
140098,11 Biology,Subject grade,C-
140098,11 Biology,Subject grade 2,D
140098,11 Biology,Subject grade 3,C-
140098,11 Design,Subject grade,C+
140098,11 Design,Subject grade 2,NA
140098,11 Design,Subject grade 3,C+
140098,11 English,Subject grade,B
140098,11 English,Subject grade 2,NA
140098,11 English,Subject grade 3,B
140098,11 Hospitality,Subject grade,C-
140098,11 Hospitality,Subject grade 2,NA
140098,11 Hospitality,Subject grade 3,C-
140098,11 Maths General,Subject grade,C+
140098,11 Maths General,Subject grade 2,D
140098,11 Maths General,Subject grade 3,C+
140099,11 English,Subject grade,C
140099,11 English,Subject grade 2,NA
140099,11 English,Subject grade 3,C
140099,11 Hospitality,Subject grade,C-
140099,11 Hospitality,Subject grade 2,NA
140099,11 Hospitality,Subject grade 3,C-
140099,11 Metalwork,Subject grade,B
140099,11 Metalwork,Subject grade 2,NA
140099,11 Metalwork,Subject grade 3,B
140099,11 Sport & Recreation,Subject grade,B
140099,11 Sport & Recreation,Subject grade 2,NA
140099,11 Sport & Recreation,Subject grade 3,B
140099,11 Woodwork,Subject grade,B
140099,11 Woodwork,Subject grade 2,NA
140099,11 Woodwork,Subject grade 3,B
140100,11 Chemistry,Subject grade,B
140100,11 Chemistry,Subject grade 2,C-
140100,11 Chemistry,Subject grade 3,B
140100,11 Digital Photography,Subject grade,B
140100,11 Digital Photography,Subject grade 2,NA
140100,11 Digital Photography,Subject grade 3,A
140100,11 English,Subject grade,A
140100,11 English,Subject grade 2,NA
140100,11 English,Subject grade 3,A
140100,11 Geography,Subject grade,B
140100,11 Geography,Subject grade 2,B
140100,11 Geography,Subject grade 3,B
140100,11 History,Subject grade,A
140100,11 History,Subject grade 2,B
140100,11 History,Subject grade 3,B
140100,11 Maths General,Subject grade,A
140100,11 Maths General,Subject grade 2,A
140100,11 Maths General,Subject grade 3,A
140102,11 Design,Subject grade,C+
140102,11 Design,Subject grade 2,NA
140102,11 Design,Subject grade 3,C+
140102,11 Digital Photography,Subject grade,C+
140102,11 Digital Photography,Subject grade 2,NA
140102,11 Digital Photography,Subject grade 3,C+
140102,11 English,Subject grade,B
140102,11 English,Subject grade 2,NA
140102,11 English,Subject grade 3,B
140102,11 Legal Studies,Subject grade,C-
140102,11 Legal Studies,Subject grade 2,D
140102,11 Legal Studies,Subject grade 3,C
140102,11 Maths General,Subject grade,C+
140102,11 Maths General,Subject grade 2,B
140102,11 Maths General,Subject grade 3,B
140102,11 Woodwork,Subject grade,B
140102,11 Woodwork,Subject grade 2,NA
140102,11 Woodwork,Subject grade 3,B
140103,11 English Essentials,Subject grade,C+
140103,11 English Essentials,Subject grade 2,NA
140103,11 English Essentials,Subject grade 3,C
140103,11 Hospitality,Subject grade,C+
140103,11 Hospitality,Subject grade 2,NA
140103,11 Hospitality,Subject grade 3,C
140103,11 Maths General,Subject grade,C
140103,11 Maths General,Subject grade 2,C
140103,11 Maths General,Subject grade 3,C+
140103,11 Physical Education,Subject grade,B
140103,11 Physical Education,Subject grade 2,C
140103,11 Physical Education,Subject grade 3,B
140103,11 Research Practices,Subject grade,C+
140103,11 Research Practices,Subject grade 2,NA
140103,11 Research Practices,Subject grade 3,C+
140103,11 Woodwork,Subject grade,B
140103,11 Woodwork,Subject grade 2,NA
140103,11 Woodwork,Subject grade 3,B
140104,11 Energy Tech,Subject grade,B
140104,11 Energy Tech,Subject grade 2,NA
140104,11 Energy Tech,Subject grade 3,B
140104,11 English,Subject grade,D
140104,11 English,Subject grade 2,NA
140104,11 English,Subject grade 3,C
140104,11 Maths General,Subject grade,C
140104,11 Maths General,Subject grade 2,C-
140104,11 Maths General,Subject grade 3,C
140104,11 Physical Education,Subject grade,C+
140104,11 Physical Education,Subject grade 2,E
140104,11 Physical Education,Subject grade 3,C
140104,11 Sport & Recreation,Subject grade,C+
140104,11 Sport & Recreation,Subject grade 2,NA
140104,11 Sport & Recreation,Subject grade 3,C+
140105,11 Biology,Subject grade,B
140105,11 Biology,Subject grade 2,B
140105,11 Biology,Subject grade 3,B
140105,11 Chemistry,Subject grade,B
140105,11 Chemistry,Subject grade 2,D
140105,11 Chemistry,Subject grade 3,B
140105,11 English,Subject grade,B
140105,11 English,Subject grade 2,NA
140105,11 English,Subject grade 3,B
140105,11 Hospitality,Subject grade,B
140105,11 Hospitality,Subject grade 2,NA
140105,11 Hospitality,Subject grade 3,B
140105,11 Maths Studies 3,Subject grade,B
140105,11 Maths Studies 3,Subject grade 2,C+
140105,11 Maths Studies 3,Subject grade 3,C+
140105,11 Physical Education,Subject grade,A
140105,11 Physical Education,Subject grade 2,A
140105,11 Physical Education,Subject grade 3,B
140106,11 English Essentials,Subject grade,C+
140106,11 English Essentials,Subject grade 2,NA
140106,11 English Essentials,Subject grade 3,C+
140106,11 Hospitality,Subject grade,D
140106,11 Hospitality,Subject grade 2,NA
140106,11 Hospitality,Subject grade 3,C-
140106,11 Info Pro & Pub,Subject grade,D
140106,11 Info Pro & Pub,Subject grade 2,NA
140106,11 Info Pro & Pub,Subject grade 3,D
140106,11 Outdoor Const,Subject grade,C+
140106,11 Outdoor Const,Subject grade 2,NA
140106,11 Outdoor Const,Subject grade 3,C+
140106,11 Sport & Recreation,Subject grade,C+
140106,11 Sport & Recreation,Subject grade 2,NA
140106,11 Sport & Recreation,Subject grade 3,C+
140107,11 Biology,Subject grade,B
140107,11 Biology,Subject grade 2,C+
140107,11 Biology,Subject grade 3,B
140107,11 Chemistry,Subject grade,B
140107,11 Chemistry,Subject grade 2,C
140107,11 Chemistry,Subject grade 3,B
140107,11 English Studies,Subject grade,B
140107,11 English Studies,Subject grade 2,B
140107,11 English Studies,Subject grade 3,B
140107,11 Maths Studies 3,Subject grade,B
140107,11 Maths Studies 3,Subject grade 2,B
140107,11 Maths Studies 3,Subject grade 3,B
140107,11 Physical Education,Subject grade,A
140107,11 Physical Education,Subject grade 2,A
140107,11 Physical Education,Subject grade 3,B
140111,11 Biology,Subject grade,A
140111,11 Biology,Subject grade 2,A
140111,11 Biology,Subject grade 3,A
140111,11 Chemistry,Subject grade,A
140111,11 Chemistry,Subject grade 2,C+
140111,11 Chemistry,Subject grade 3,A
140111,11 Design,Subject grade,A
140111,11 Design,Subject grade 2,NA
140111,11 Design,Subject grade 3,A
140111,11 English Studies,Subject grade,A
140111,11 English Studies,Subject grade 2,A
140111,11 English Studies,Subject grade 3,A
140111,11 Legal Studies,Subject grade,A
140111,11 Legal Studies,Subject grade 2,A
140111,11 Legal Studies,Subject grade 3,A
140111,11 Maths General,Subject grade,A
140111,11 Maths General,Subject grade 2,A
140111,11 Maths General,Subject grade 3,A
140112,11 Biology,Subject grade,B
140112,11 Biology,Subject grade 2,B
140112,11 Biology,Subject grade 3,B
140112,11 Chemistry,Subject grade,C
140112,11 Chemistry,Subject grade 2,E
140112,11 Chemistry,Subject grade 3,C
140112,11 English Studies,Subject grade,B
140112,11 English Studies,Subject grade 2,B
140112,11 English Studies,Subject grade 3,B
140112,11 Maths General,Subject grade,A
140112,11 Maths General,Subject grade 2,A
140112,11 Maths General,Subject grade 3,A
140112,11 Physics,Subject grade,C+
140112,11 Physics,Subject grade 2,D
140112,11 Physics,Subject grade 3,B
140113,11 Chemistry,Subject grade,C+
140113,11 Chemistry,Subject grade 2,C-
140113,11 Chemistry,Subject grade 3,C+
140113,11 English Studies,Subject grade,B
140113,11 English Studies,Subject grade 2,B
140113,11 English Studies,Subject grade 3,B
140113,11 History,Subject grade,B
140113,11 History,Subject grade 2,B
140113,11 History,Subject grade 3,A
140113,11 Hospitality,Subject grade,A
140113,11 Hospitality,Subject grade 2,NA
140113,11 Hospitality,Subject grade 3,A
140113,11 Maths General,Subject grade,B
140113,11 Maths General,Subject grade 2,B
140113,11 Maths General,Subject grade 3,B
140113,11 Woodwork,Subject grade,B
140113,11 Woodwork,Subject grade 2,NA
140113,11 Woodwork,Subject grade 3,B
140115,11 Biology,Subject grade,B
140115,11 Biology,Subject grade 2,B
140115,11 Biology,Subject grade 3,B
140115,11 Chemistry,Subject grade,B
140115,11 Chemistry,Subject grade 2,D
140115,11 Chemistry,Subject grade 3,B
140115,11 English,Subject grade,A
140115,11 English,Subject grade 2,NA
140115,11 English,Subject grade 3,A
140115,11 Geography,Subject grade,A
140115,11 Geography,Subject grade 2,B
140115,11 Geography,Subject grade 3,B
140115,11 Maths General,Subject grade,A
140115,11 Maths General,Subject grade 2,A
140115,11 Maths General,Subject grade 3,A
140115,11 Physical Education,Subject grade,A
140115,11 Physical Education,Subject grade 2,A
140115,11 Physical Education,Subject grade 3,A
140117,11 English,Subject grade,B
140117,11 English,Subject grade 2,NA
140117,11 English,Subject grade 3,B
140117,11 Maths Essentials,Subject grade,C-
140117,11 Maths Essentials,Subject grade 2,C
140117,11 Maths Essentials,Subject grade 3,C
140117,11 Metalwork,Subject grade,B
140117,11 Metalwork,Subject grade 2,NA
140117,11 Metalwork,Subject grade 3,B
140117,11 Outdoor Const,Subject grade,C+
140117,11 Outdoor Const,Subject grade 2,NA
140117,11 Outdoor Const,Subject grade 3,C+
140117,11 Scientific St B,Subject grade,C
140117,11 Scientific St B,Subject grade 2,NA
140117,11 Scientific St B,Subject grade 3,C
140117,11 Woodwork,Subject grade,B
140117,11 Woodwork,Subject grade 2,NA
140117,11 Woodwork,Subject grade 3,B
140118,11 Energy Tech,Subject grade,E
140118,11 Energy Tech,Subject grade 2,NA
140118,11 Energy Tech,Subject grade 3,E
140118,11 English,Subject grade,D
140118,11 English,Subject grade 2,NA
140118,11 English,Subject grade 3,D
140118,11 Maths Essentials,Subject grade,C+
140118,11 Maths Essentials,Subject grade 2,C
140118,11 Maths Essentials,Subject grade 3,C+
140118,11 Metalwork,Subject grade,C+
140118,11 Metalwork,Subject grade 2,NA
140118,11 Metalwork,Subject grade 3,C+
140118,11 Physical Education,Subject grade,C+
140118,11 Physical Education,Subject grade 2,C
140118,11 Physical Education,Subject grade 3,C
140118,11 Woodwork,Subject grade,C+
140118,11 Woodwork,Subject grade 2,NA
140118,11 Woodwork,Subject grade 3,C+
140123,11 Biology,Subject grade,B
140123,11 Biology,Subject grade 2,B
140123,11 Biology,Subject grade 3,B
140123,11 Chemistry,Subject grade,B
140123,11 Chemistry,Subject grade 2,E
140123,11 Chemistry,Subject grade 3,C+
140123,11 English,Subject grade,C+
140123,11 English,Subject grade 2,NA
140123,11 English,Subject grade 3,C+
140123,11 Maths Studies 3,Subject grade,B
140123,11 Maths Studies 3,Subject grade 2,C+
140123,11 Maths Studies 3,Subject grade 3,B
140123,11 Maths Studies 4,Subject grade,C
140123,11 Maths Studies 4,Subject grade 2,C-
140123,11 Maths Studies 4,Subject grade 3,C
140123,11 Physics,Subject grade,B
140123,11 Physics,Subject grade 2,C-
140123,11 Physics,Subject grade 3,B
140125,11 Biology,Subject grade,C+
140125,11 Biology,Subject grade 2,B
140125,11 Biology,Subject grade 3,B
140125,11 Chemistry,Subject grade,D
140125,11 Chemistry,Subject grade 2,E
140125,11 Chemistry,Subject grade 3,D
140125,11 English,Subject grade,B
140125,11 English,Subject grade 2,NA
140125,11 English,Subject grade 3,B
140125,11 Hospitality,Subject grade,B
140125,11 Hospitality,Subject grade 2,NA
140125,11 Hospitality,Subject grade 3,B
140125,11 Maths General,Subject grade,B
140125,11 Maths General,Subject grade 2,A
140125,11 Maths General,Subject grade 3,B
140125,11 Sport & Recreation,Subject grade,B
140125,11 Sport & Recreation,Subject grade 2,NA
140125,11 Sport & Recreation,Subject grade 3,B
140126,11 English Essentials,Subject grade,C+
140126,11 English Essentials,Subject grade 2,NA
140126,11 English Essentials,Subject grade 3,B
140126,11 Hospitality,Subject grade,C
140126,11 Hospitality,Subject grade 2,NA
140126,11 Hospitality,Subject grade 3,C
140126,11 Legal Studies,Subject grade,C-
140126,11 Legal Studies,Subject grade 2,D
140126,11 Legal Studies,Subject grade 3,C
140126,11 Maths Essentials,Subject grade,C
140126,11 Maths Essentials,Subject grade 2,C
140126,11 Maths Essentials,Subject grade 3,C
140126,11 Scientific St B,Subject grade,B
140126,11 Scientific St B,Subject grade 2,NA
140126,11 Scientific St B,Subject grade 3,C+
140126,11 Woodwork,Subject grade,B
140126,11 Woodwork,Subject grade 2,NA
140126,11 Woodwork,Subject grade 3,C+
140127,11 Chemistry,Subject grade,B
140127,11 Chemistry,Subject grade 2,B
140127,11 Chemistry,Subject grade 3,B
140127,11 English,Subject grade,B
140127,11 English,Subject grade 2,NA
140127,11 English,Subject grade 3,B
140127,11 Maths Studies 3,Subject grade,C+
140127,11 Maths Studies 3,Subject grade 2,B
140127,11 Maths Studies 3,Subject grade 3,C+
140127,11 Maths Studies 4,Subject grade,B
140127,11 Maths Studies 4,Subject grade 2,C-
140127,11 Maths Studies 4,Subject grade 3,C+
140127,11 Physical Education,Subject grade,B
140127,11 Physical Education,Subject grade 2,B
140127,11 Physical Education,Subject grade 3,B
140127,11 Physics,Subject grade,B
140127,11 Physics,Subject grade 2,C+
140127,11 Physics,Subject grade 3,B
140129,11 English Essentials,Subject grade,C+
140129,11 English Essentials,Subject grade 2,NA
140129,11 English Essentials,Subject grade 3,C
140129,11 Hospitality,Subject grade,C-
140129,11 Hospitality,Subject grade 2,NA
140129,11 Hospitality,Subject grade 3,C-
140129,11 Maths General,Subject grade,C
140129,11 Maths General,Subject grade 2,D
140129,11 Maths General,Subject grade 3,D
140129,11 Outdoor Const,Subject grade,B
140129,11 Outdoor Const,Subject grade 2,NA
140129,11 Outdoor Const,Subject grade 3,A
140129,11 Woodwork,Subject grade,B
140129,11 Woodwork,Subject grade 2,NA
140129,11 Woodwork,Subject grade 3,B
140130,11 Chemistry,Subject grade,A
140130,11 Chemistry,Subject grade 2,A
140130,11 Chemistry,Subject grade 3,A
140130,11 English,Subject grade,B
140130,11 English,Subject grade 2,NA
140130,11 English,Subject grade 3,B
140130,11 Maths Studies 3,Subject grade,A
140130,11 Maths Studies 3,Subject grade 2,A
140130,11 Maths Studies 3,Subject grade 3,A
140130,11 Maths Studies 4,Subject grade,A
140130,11 Maths Studies 4,Subject grade 2,A
140130,11 Maths Studies 4,Subject grade 3,B
140130,11 Physical Education,Subject grade,A
140130,11 Physical Education,Subject grade 2,A
140130,11 Physical Education,Subject grade 3,A
140130,11 Physics,Subject grade,A
140130,11 Physics,Subject grade 2,B
140130,11 Physics,Subject grade 3,A
140132,11 Biology,Subject grade,B
140132,11 Biology,Subject grade 2,B
